Title,Release Year,Genre,Rating,Summary
Asterix & Obelix XXL 2,2018,"Action, Adventure, Comedy",6.4,Asterix and Obelix XXL 2 brings the experience of the original game to an unparalleled level. The enhanced graphics pay tribute to the comic books and the gameplay has been totally redesigned to make fighting the Romans even more fun.
Another Sight,2018,Adventure,0,Add a Plot
Desert Child,2018,NA,0,Add a Plot
Queen's Quest 4: Sacred Truce,2018,Drama,0,Add a Plot
Changed,2018,"Animation, Action, Adventure",8.2,"You are trapped in an experiment, trying to find ways to make you still ""yourself"" , persevere, and survive."
Bow to Blood: Last Captain Standing,2018,Adventure,0,Add a Plot
Rusty Rivets Fix-It Adventures Learning Game,2018,Family,0,Add a Plot
Narikids Park: Kaitou Sentai Lupinranger vs Keisatsu Sentai Patranger,2018,Action,0,Add a Plot
Garfield Snack Time,2018,NA,0,Hate Mondays? Play Garfield: Snack Time - The brand new Puzzle Adventure featuring the hungriest hero of all time.
Neighbor Games,2018,Horror,0,Add a Plot
Garfield Food Truck,2018,Adventure,0,Add a Plot
Homo Machina,2018,Family,0,Add a Plot
Broken Reality,2018,Adventure,0,Add a Plot
Nun Massacre,2018,"Action, Adventure, Fantasy",7.6,"Your daughter has fallen ill at her boarding school. As you make a trip to pick her up, a storm blows in and the road is blocked. You continue on foot through the woods and all hell soon breaks loose."
Sky Noon,2018,Western,0,"Taking place in a reinvented Wild West universe where the frontier floats among the clouds, Sky Noon players take the role of hired gunslingers that battle opposing cartel fighters in the sky."
Bloons TD 6,2018,"Animation, Action, Adventure",7.9,"The Bloons are back and better than ever, Get ready for a massive 3D tower defense game designed to give you hours and hours of the best strategy gaming available."
Framed Collection,2018,"Adventure, Mystery",0,Rearrange the panels of an animated comic book to craft the story of a noir-styled spy adventure in the FRAMED Collection--a compilation of the multi-award winning puzzle games FRAMED and FRAMED 2.
Judas Priest; Road to Valhalla,2018,NA,0,Add a Plot
Saint Seiya Mobile,2018,Action,0,Add a Plot
Evil Nun: Scary Horror Game Adventure,2018,"Animation, Action, Adventure",0,Add a Plot
Miscreated,2018,"Action, Adventure, Horror",0,"Miscreated is a multiplayer online hardcore survival game set in a post-apocalyptic future. You will need to survive against mutants, players, and even mother nature herself."
Path of Titans,2018,"Action, Adventure",0,Path of Titans is a prehistoric MMO Survival game being developed and published by Australian studio Alderon Games where players take on the role of a dinosaur.
The Horus Heresy: Legions,2018,Sci-Fi,0,Add a Plot
The friends of Ringo Ishikawa,2018,Action,0,An existential open world game about Japanese delinquents.
Hungry Dragon,2018,"Animation, Action, Adventure",6.7,"Unleash fiery fury from above in Hungry Dragon, A fun and frantic flying action game where everything and everyone is on the menu."
Deep Sixed,2018,Sci-Fi,0,"It is a rogue-like space sim that will force you to use strategy, ingenuity and duct tape to keep your ship and your skull in one piece as you risk exploring a mysterious nebula protected by dangerous alien creatures."
Papa's Scooperia,2018,NA,0,Serve delicious sundaes of cookies and ice cream in Papa's Scooperia. Your sightseeing trip to the big city is stopped short when you lose all of your money and belongings. Stuck in                 
Papa's Pancakeria to Go!,2018,NA,0,Add a Plot
Papa's Scooperia to Go!,2018,NA,0,Add a Plot
Papa's Scooperia HD,2018,NA,0,Add a Plot
X4: Foundations,2018,Sci-Fi,7,"In the far distant future, the X-Universe continues to recover from the devastating Jump Gate shutdown, which left many systems disconnected for years. With many factions vying for power,                 "
Super Destronaut DX,2018,Action,0,Add a Plot
Mochi Mochi Boy,2018,Adventure,0,Add a Plot
Out of the Box,2018,Animation,0,Dive into a wild story of gangsters and criminals where you decide the fate of the peculiar customers of a luxurious nightclub in a never-ending race against the clock.
Castle Pals,2018,"Action, Adventure, Fantasy",2.9,"One night, Kylee and Owen stumbled upon creepy Castle Pookapick and decide to uncover its secrets, Nothing could possibly go wrong, Could it ?"
Vigilantes,2018,Action,0,Add a Plot
SuperStar Jypnation,2018,NA,0,Add a Plot
Learn Japanese to Survive! Kanji Combat,2018,Adventure,0,"Learn Japanese To Survive. Kanji Combat is an educational game, designed to be the ideal introductory course to the Japanese language."
Gacha Life,2018,Animation,5.2,"Are you ready to start a new adventure? Create your own anime styled characters and dress them up in your favorite fashion outfits. Choose from hundreds of dresses, shirts, hairstyles,                 "
Escape the House,2018,Horror,0,Add a Plot
The Dr Egg Adventures Laboratory,2018,Family,0,"We invite you to explore Dr. Egg's Laboratory, collect items through the pages from Vivis Adventure, The Stolen Square Tomato, and play a combination mini-game to make prize winning combinations."
Zeroptian Invasion,2018,Action,0,Add a Plot
Super Weekend Mode,2018,Action,0,Add a Plot
Raid: Shadow Legends,2018,"Action, Adventure, Fantasy",3.6,Add a Plot
Ultimate Runner,2018,Adventure,0,Add a Plot
Pawarumi,2018,Action,0,Pawarumi is a modern shoot'em up set in a retro futuristic sci-fi pre-Columbian universe. You'll take control of the almighty ship Chukaru and its three unique weapons. Shoot wisely to                 
Neonwall,2018,"Animation, Action",0,"Travel through a world of neon, overcoming obstacles and traps. This experience requires focus, concentration, and timing to let the ball rolling as fast as you can. Remember - in a world made of neons - you will need balls to survive."
Rolling Gunner,2018,Action,0,                
Superfighters Deluxe,2018,Action,0,"Superfighters Deluxe is a multiplayer 2D action game where little flat-headed men fight to the death in small and highly destructible arenas. Surviving each round takes skill, strategy and luck."
We Bare Bears: Food Truck Rush,2018,Comedy,0,Add a Plot
Wolf Game,2018,"Adventure, Horror, Mystery",0,Add a Plot
Fracter,2018,NA,0,"An emotive, isometric puzzle adventure game set in a mysterious labyrinth of glowing black architecture. The game follows a veiled young hero who has set out on a perilous quest to dispel the darkness within."
The Cultzone Pureland,2018,"Action, Adventure, Fantasy",0,"At a time when the world entered in daydream, immersed in its own shadows, there is no more hope - a new hero appears who can put balance in the chaos, freeing himself from the matter and                 "
Chimeras: Heavenfall Secrets,2018,Adventure,0,Add a Plot
Hunter's Trial,2018,NA,0,Add a Plot
RetroShooti,2018,"Fantasy, Sci-Fi",0,"There is a great big wacky rainbow world out there in the universe, and Shooti, our spaceship-shaped friend and hero, must travel through it all to finally come back home. In a psychedelic                 "
Big Chungus,2018,Action,8.1,Big Chungus goes in an adventure to avenge his dead mother and ends up finding the biggest secrets of The Chungi
Graveyard Keeper,2018,Horror,7.1,"Build and manage a medieval graveyard while facing ethical dilemmas and making questionable decisions. Welcome to Graveyard Keeper, the most inaccurate medieval cemetery sim of the year."
Insane Robots,2018,Animation,0,Fight to the DEATH in this unique card battler. Compete in intense one-on-one duels. Lead a riotous robot rebellion through randomly generated survival arenas.
TT Isle of Man: Ride on the Edge,2018,Sport,5.1,Racing across an over 60 km long ultra-technical track at breakneck speed requiring realistic riding skills
VALA: Vicious Attack Llama Apocalypse,2018,Action,0,The world's best mass llama-slaughter roguelike-lite-ish couch co-op top-down twin-stick shooter
Shaolin vs Wutang,2018,Action,0,Add a Plot
Oh My Pool!,2018,Adventure,0,"Simple and fun game for the whole family. You need simply gather balls in the swimming pool, but watch out for cute sea inhabitants. In the swimming pool you'll see enemies such as octopuses and turtles. The game is endless."
Angry Goy II,2018,"Action, Comedy",6.3,Add a Plot
Colonicle VR,2018,Action,0,"The planet is becoming desolated and the humanity starts to turn the eyes on space colonization. For the space colonization, the humanity starts various researches and various groups work                 "
ARK: Extinction,2018,"Action, Adventure, Fantasy",6,"Finish your journey through the worlds of ARK in 'Extinction', where the story began and ends: on Earth itself. An Element-infested, ravaged planet filled with fantastical creatures both organic and technological."
Earthlock,2018,Adventure,0,"Embark on a journey to save the beautiful world of Umbra, a harsh planet that stopped spinning thousands of cycles ago."
Parsnip,2018,NA,0,Add a Plot
Little Medusa,2018,Action,0,Add a Plot
Creepy Brawlers,2018,Action,0,Add a Plot
Justice Duel,2018,Action,0,Add a Plot
Star Trek Fleet Command,2018,Sci-Fi,7.2,Add a Plot
Candies 'n Curses,2018,"Action, Adventure, Fantasy",0,Play as Molli Pop as you fend off hordes of adorable ghosts in a twisted mansion forever haunted by the Phantom King.
Razed,2018,"Action, Adventure",0,Add a Plot
Mirablade,2018,"Animation, Action",0,Your title as God of Lavinia is at stake. Craft and customize swords so your summoned heroes can demolish all those who are stopping you from getting Ivald pieces back in fast-paced hack and slash gameplay.
Bendy in Nightmare Run,2018,Action,5,"A 3D mobile game based off the hit indie title, ""Bendy and the Ink Machine"". In this episodic adventure, the player controls Bendy to fight various bosses with their own unique gameplay and levels."
ZeroRanger,2018,"Action, Adventure, Fantasy",7.4,"ZeroRanger is a vertically scrolling 2D shoot'em up with heavy emphasis on shooting, dodging and - mystery?"
Protocol,2018,Action,0,Add a Plot
Wandersong,2018,"Adventure, Music, Musical",8.8,"A musical platforming adventure with an emotional story, Play as a silly bard and use music to interact with everything on a journey around the world. Along the way you'll explore, solve puzzles, and meet a huge cast of characters."
Muse Dash,2018,"Action, Adventure, Music",7.5,"Play as characteristic Heroines, Dash through fairy tale like stages, Dancing to the rhythm and beats, Kick those silly cute enemies into outer space."
Valfaris,2018,"Action, Adventure, Fantasy",8,"Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer, Brutal combat, Deadly enemies, Stunning pixel art, Savage soundtrack, Get ready to rip the galaxy a new wormhole."
For the King,2018,"Action, Adventure, Fantasy",0,"A challenging blend of strategy, turn-based combat and rogue-like elements."
Evie,2018,"Adventure, Horror",0,Add a Plot
Welcome Back Daddy,2018,"Adventure, Horror",0,Coming back home as a father is not an easy thing sometimes. You had a tough time at your office and you just want to sit back and relax at your new home.
Sphaera,2018,"Adventure, Horror",0,Add a Plot
Guts and Glory,2018,"Action, Adventure",5,"A game about father and son riding their bicycle through obstacle courses of death, and other fun family experiences."
Project Warlock,2018,"Action, Adventure, Fantasy",6.6,"Project Warlock is a first person shooter that serves you an exploding cocktail of bullets, spells and monsters, Battle through 60 levels of non stop action packed with bloodthirsty enemies and challenging bosses."
Chicken Invaders Universe,2018,"Action, Adventure, Comedy",8.4,"A deliciously addictive core of finger-blistering shooting action, surrounded by delectable morsels of galactic exploration, spacecraft customization, and community competitions."
Murderous Pursuits,2018,Action,0,Add a Plot
Paradox Soul,2018,"Action, Adventure",0,Add a Plot
Deep Space Rush,2018,Action,0,Add a Plot
Juicy Realm,2018,"Action, Adventure, Fantasy",0,"Juicy Realm is a roguelike game in which players must square off against bizarre fruits all across the world, The line between the animal and the plant world has become blurred, and the food chain has been completely disrupted."
